"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"1",0.202786643396518,0.508919602871925,1.18186590124625,-0.91853737216126,0.532425978618928,0.960679541872954,0.105110534470204,0.916462723959813,0.231259536098343,0.281759595613826,1.52866896938794,-0.739268225854916,0,2.28680509703222,0,1.46471563630519,0.418939063364986,0.493502727711466,1.18594438378212,-0.940804175449718,0.544857507474238,0.972243571258852,0.104417974217652,0.93224416465946,0.703378362250989,0,0,-0.920626962377986,0.530665436896443,0.986605463622011,0.103139106396851,0.993792111596519,0.214202787914651,0,0,-0.926177803912727,0.528979017919312,0.991326356476119,0.102753117772698,0.984497286609623
"2",0.178898941261689,0.308343288812122,0.753065880102901,-0.842377219474154,0.472941173003764,1.02590464228914,0.103605880630036,0.950139602751795,0.167388973060252,0.181876308791302,0.902092837471067,-0.66173492093795,0,2.33181098088259,0,1.47708756988882,0.420422242624686,0.310776937227871,0.745446937608021,-0.834723553738896,0.46773814276039,1.0277645161915,0.103449787521259,0.957101573399217,0.62322486562913,0,0,-0.829054114515473,0.450775799428882,1.02987161253009,0.10309124073888,0.983738944576994,0.18218625521613,0,0,-0.837558313629364,0.45956221699219,1.0299153770163,0.103145413584997,0.977424973691047
"3",0.150450667118814,0.319186879012931,-0.127021186291008,-0.906622856698408,0.515640693046134,0.953956684256171,0.103667447937761,1.0986690905512,0.191089244179845,0.255987444753332,0.649791320261795,-0.694417654522656,0,2.25653081245331,0,1.63813526639106,0.627132236329898,0.320292192962958,-0.111514499794905,-0.89609107295152,0.509686188887162,0.940788312647761,0.104254424458696,1.10608415414434,0.700211158106253,0,0,-0.896290331508322,0.508765004468513,0.92324405042444,0.105602911646715,1.1359427853408,0.156516007485942,0,0,-0.900102951228507,0.509857969628817,0.929195667321114,0.105082885164945,1.13277397916919
"4",0.251307071111606,0.370413871850558,0.554422633023666,-0.836657807498469,0.438919328071147,1.11571417722977,0.094473407656983,1.06325720860259,0.267834011860301,0.302495585934191,1.16900657801686,-0.723041966089023,0,2.28496424604404,0,1.50050181617319,0.525389202437593,0.396914299460966,0.500523971734021,-0.891141675470382,0.477166787649835,1.10233259968706,0.0939849248338466,1.07275396720933,0.672260950264451,0,0,-0.891625891961278,0.488621721795283,1.08416468063031,0.0949523473936054,1.11356890858992,0.257023977782881,0,0,-0.897181451793734,0.461960410122831,1.07750999804346,0.0952784835241208,1.09851224636447
"5",0.223477383568069,0.289117981182243,0.801337104486147,-0.876858191094063,0.633371302034542,0.941410763458779,0.103600389621903,1.08989077872913,0.224331235300683,0.288778385012902,1.48413574817202,-0.657913722972846,0,2.22986201387649,0,1.54078656856221,0.363360059527592,0.295999172304572,0.789810906920523,-0.886012117256964,0.59265683438978,0.927469290675307,0.103265990917921,1.02333224162943,0.78197724637964,0,0,-0.885990496226115,0.593289900367498,0.892712576153164,0.105698027792949,1.04800291306018,0.23869680981271,0,0,-0.885971073587584,0.580510020872143,0.892430107843319,0.105701022637349,1.03650008466714
"6",0.125551594206476,0.3448000873792,0.904750291991959,-1.04114151915635,0.637098058616169,0.920973800129256,0.106029977870045,0.952328094012356,0.111846852602601,0.0875693990331823,1.03199370353274,-0.778696610361247,0,2.25399713793779,0,1.50221394081839,0.617401004248104,0.349645131092756,0.887638192303661,-1.04936042483859,0.627351615877852,0.907191318680379,0.106995582335262,0.957367149268487,0.691436960403365,0,0,-1.03417171617095,0.593610682785374,0.947883459257769,0.103510240472947,0.989207319601101,0.127484383983752,0,0,-1.04293775043632,0.608509476868714,0.947909539109279,0.10351384307667,0.985873908103366
"7",0.166494469337627,0.327697647761959,0.897960812198164,-0.926650363532966,0.462731045983613,1.03627652315325,0.0963702533012174,1.07912162252098,0.163029644329102,0.211535236833075,1.30866976553293,-0.750033737620141,0,2.25454711649812,0,1.53960293504512,0.319190147683776,0.318756412173725,0.874575845203358,-0.910998026435627,0.438952072759807,1.03358558271754,0.0967107986037438,1.08537980431503,0.435657465646877,0,0,-0.903403460458289,0.440713541378743,1.04031308174519,0.0963215897562008,1.11433451569051,0.160483595190879,0,0,-0.914528175374233,0.456848482422799,1.04545042979594,0.0958849292279052,1.11009386148261
"8",0.2862691043057,0.281842181661494,1.19041889681342,-0.951014656444734,0.465555086190411,1.06588413286017,0.096020893865102,0.990084360696619,0.208686477994738,0.213356930689233,1.14598540943853,-0.796452164688889,0,2.25726418679313,0,1.40292836986064,0.643099823422635,0.264317811298779,0.720055650601167,-0.967467549874632,0.459193831032751,1.07297424454213,0.094052157686761,0.97688010417012,0.764118672122177,0,0,-0.964856589769765,0.461562506996941,1.06110932116334,0.095010912517516,0.996177723757435,0.236306281799692,0,0,-0.96552513317257,0.428595454391135,1.04465745493545,0.0962395468659553,0.984916174154121
"9",0.305851839307026,0.324216542280729,1.29764833523412,-1.15163107293556,0.619525516725946,1.03374070940258,0.0915639962186961,0.970458553540154,0.330417881100181,0.196156751136474,1.70985794383827,-0.880665230230127,0,2.18969684635738,0,1.39165730272738,0.598730698560096,0.344673768115497,1.33348095579071,-1.10048815143871,0.603603070497535,1.01073696516498,0.0938625814701203,0.982104336136447,0.717217823254402,0,0,-1.07768489380013,0.588614484564962,1.02614433245367,0.0926721073247727,1.01628807551506,0.309054046392162,0,0,-1.11028938529192,0.596039998272457,1.03957704578062,0.091438141713528,0.998083359067986
"10",0.126335342178279,0.374879155882309,0.635212861964625,-0.967180972363732,0.485481681041589,1.00164947265128,0.101241123363498,1.03898448650067,0.0948956977203773,0.24298346391349,0.969926629430884,-0.779343842306657,0,2.27253552842485,0,1.54291760811151,0.33526448789954,0.373841283152104,0.693756729725805,-0.97179023426982,0.487701497260353,1.00235160898304,0.100641791604818,1.04213071384886,0.630694838380627,0,0,-0.965891764728268,0.475545132879556,1.00350579839496,0.100554731897854,1.0787649661447,0.136163842744797,0,0,-0.967315573974298,0.46902857071585,0.994775009723718,0.101227818934181,1.07488913738193
