"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"1",0.364983052931466,0.886887049980395,4.6797303254469,2.57807382567063,0.494985071987689,3.73401793304164,0.100590219971016,1.10300995075467,0.315810352513442,0.749364696316531,4.71390867508492,2.73435216808742,0,5.15660250060786,0,1.66805528856766,1.32975714126412,0.908438211283037,5.28273512192066,2.5587116487114,0.457203629338492,3.82192476241702,0.0997166300005741,1.11427434567837,1.06002880672801,0,0,2.28091849813077,0.260785242042726,3.93649226132277,0.0936199470540471,1.78501601645837,0.879802610229968,0,0,2.41647750575317,0.398035999337623,3.89923328330566,0.0970165824924924,1.72222785949253
"2",0.651603191282088,0.935401575999208,2.28732655331684,3.1533965378397,0.431542675355815,4.69439166773164,0.098081919030094,0.948822716446517,0.669054042913536,0.797627281004286,2.76536347804859,2.62528158946772,0,5.36586720300354,0,1.49821894272149,1.5621192616394,0.966790366311084,3.34082943084462,2.30543788401294,0.279043422643226,3.98487091069428,0.0978341653106367,0.972572062312906,1.26586616055374,0,0,2.16059531977536,0.242792938626916,4.0297951789557,0.094155937229772,1.68093848218947,1.23544566446705,0,0,2.46655057264344,0.525134805003775,3.99716349621507,0.0980844171179995,1.54467867715526
"3",0.605247124901083,0.918338097412371,1.73967074883714,2.78829064102795,0.404584730803347,4.61221595927468,0.0970778185371035,1.08376790582821,0.623502052661596,0.785869252970598,1.87057565967368,2.57750970074982,0,5.50931749921051,0,1.61962865516545,1.53046139008398,0.938665116710636,2.74858570832805,2.31746653108996,0.331906921926892,4.22144927404141,0.097549960560212,1.10188368081617,1.25388798708684,0,0,2.26419241438738,0.235577452158298,4.15572560016736,0.0981227035665312,1.78313370772209,1.0828074412272,0,0,2.45586156911934,0.466885757164049,4.14513730118411,0.0994522678947323,1.68556580661259
"4",0.501060727980181,0.822371670264291,3.4701192618319,2.41200832124283,0.329233582951501,3.68942118844284,0.101207785557889,1.02957317028434,0.663042114806854,0.634510252599119,3.28849604459647,2.51665450802706,0,5.00756024271376,0,1.59414017105559,1.37121224067567,0.849969041104359,4.01449177087638,2.27782962164402,0.274155643723343,3.62711327001544,0.103284126890018,1.05063609624629,1.25776499796402,0,0,2.12317674054705,0.121100281937313,3.70270923327487,0.0997677543401432,1.45028123623527,0.788503904779682,0,0,2.23856570267344,0.290486679363081,3.74990294433865,0.096533000247032,1.39212982514447
"5",0.345979918899862,0.913212481059321,3.17914650006686,2.45734045014416,0.563227260461601,3.92968093667565,0.103174000513554,1.05108335183485,0.436505768325196,0.789914529367748,3.25809630777157,2.53776509661533,0,5.34419527660614,0,1.66219641049505,1.0216150242347,0.920949948602062,3.38881316602996,2.37990761534235,0.545140642748124,3.96772783547464,0.103846632301527,1.06250202231048,0.826532875798052,0,0,2.28951261807821,0.497118472058837,3.98243866612058,0.102719549191569,1.75384425875477,0.595864490255842,0,0,2.36034643757381,0.532807377834593,4.00120217254604,0.101408422226471,1.72549694809638
"6",0.42006246243699,0.961484860479016,4.16138156267921,0.565846946681848,0.529934770385969,1.9444776386737,0.104161427913601,0.862166609065457,0.467974555035224,0.860417096383252,3.37232274704803,2.63068310796968,0,5.24287477539371,0,1.50367616683558,1.38640815771363,1.01514999047087,4.14002761310031,2.38939720616882,0.288766031223529,3.46478421787747,0.103746767421079,0.882817065181456,1.16368673089896,0,0,2.24384733103176,0.077369574584208,3.71941647309576,0.10856598995671,1.56386403280166,0.898538198708256,0,0,2.38083349968939,0.278943398853248,3.70633031155488,0.110194681359633,1.49447185529448
"7",0.56474920934797,0.928161449717981,1.57566986299188,2.34477826596625,0.363882060616839,3.9052236868817,0.101096915057978,1.00453432384735,0.575630757689429,0.779951042633987,1.89635720335181,2.35684563723019,0,5.24360070750498,0,1.59740241909038,1.60591525336595,0.955989501749792,2.32600053582276,2.16986543922475,0.226253102821032,3.82468919647354,0.100882821744386,1.03327598127679,1.12867482242499,0,0,2.10454151184685,0.194226789974157,3.97620367615391,0.0961773669021222,1.70782187211059,1.00070455768602,0,0,2.2591297066067,0.438071526291519,3.96160384127399,0.0977289010757678,1.61248852471993
"8",0.528891387319233,0.920646662889838,2.22486873530418,2.86026556793448,0.530228378874641,4.12089059931027,0.104015635419337,0.990998628433156,0.45751617230701,0.77735088003671,3.0303802116442,2.6346066713004,0,5.11959954356892,0,1.59194796391517,1.34181001622667,0.945791620776441,3.17793277796893,2.49957189219537,0.416823065010263,3.84504036781146,0.101951829128866,1.01034110660147,1.09378987094167,0,0,2.36316416784149,0.432062490941607,3.78325754082703,0.100315258239921,1.64689933994719,1.01401678591346,0,0,2.53350338029343,0.658211336069593,3.7510240175416,0.102762499422704,1.56726030920158
"9",0.470001298691754,0.915465112490896,3.34434602384805,2.92496651382721,0.370585426856537,4.23873678549422,0.0993094076552439,0.962736975430618,0.519796397520863,0.792810806743917,3.90024202433728,2.77713412713926,0,5.31021802476946,0,1.51298635062921,1.61027204152692,0.945318419487375,3.89610376243227,2.54476001492593,0.387109375620527,4.00584591827992,0.0974902987900513,0.985221646916729,1.27102461916956,0,0,2.32507536419467,0.463572611728002,3.97957197670234,0.0974884427870038,1.58057782119804,0.91171231800734,0,0,2.53489418159529,0.414225323059038,3.97785341641613,0.0988176520000461,1.51479140412238
"10",0.392552771617004,0.942520771735592,4.67351518359729,3.20232424400038,0.357214107210569,4.83463708544662,0.0955806494606823,1.00898760790982,0.494005589328475,0.804299006653326,4.23722929493623,2.77658201003447,0,5.34483479167919,0,1.52946418589991,1.39283653334018,0.939457649867082,4.78369369848099,2.55691834113809,0.296336469522853,4.10737063701769,0.0966147964464171,1.00762719234751,1.15107918374859,0,0,2.17477840170258,0.235801155177481,4.0041205214807,0.0938725212410409,1.75907274624013,0.846555309179716,0,0,2.32038909374574,0.30258509465326,4.04087412426405,0.0916214723133121,1.6953377737903
